"Species","Species_raw","measure_class","Measure","Units","Value_canonical","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Eulemur fulvus","Eulemur fulvus","mass","Body_Mass","g","3000","3","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Saguinus oedipus","Saguinus oedipus","mass","Body_Mass","g","520","0.52","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Saimiri sciureus","Saimiri sciureus","mass","Body_Mass","g","1100","1.1","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Pongo spp","Pongo spp","mass","Body_Mass","g","57300","57.3","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Pongo spp","Pongo spp","mass","Body_Mass","g","40500","40.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Pongo spp","Pongo spp","mass","Body_Mass","g","81600","81.6","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Pan paniscus","Pan paniscus","mass","Body_Mass","g","35050","35.05","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Pan paniscus","Pan paniscus","mass","Body_Mass","g","18900","18.9","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Pan paniscus","Pan paniscus","mass","Body_Mass","g","48300","48.3","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Saimiri sciureus","Saimiri sciureus","mass","Body_Mass","g","850","0.85","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Saimiri sciureus","Saimiri sciureus","mass","Body_Mass","g","1050","1.05","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Saimiri sciureus","Saimiri sciureus","mass","Body_Mass","g","950","0.95","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Dinomys branickii","Dinomys branickii","mass","Body_Mass","g","12500","12.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Vombatus ursinus","Vombatus ursinus","mass","Body_Mass","g","25000","25","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Ailuropoda melanoleuca","Ailuropoda melanoleuca","mass","Body_Mass","g","125000","125","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Ursus maritimus","Ursus maritimus","mass","Body_Mass","g","450000","450","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Castor canadensis","Castor canadensis","mass","Body_Mass","g","21500","21.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Procavia capensis","Procavia capensis","mass","Body_Mass","g","4500","4.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Ursus arctos","Ursus arctos","mass","Body_Mass","g","550000","550","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Rattus norvegicus","Rattus norvegicus","mass","Body_Mass","g","325","0.325","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Rattus norvegicus","Rattus norvegicus","mass","Body_Mass","g","375","0.375","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Papio papio","Papio papio","mass","Body_Mass","g","19000","19","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Papio papio","Papio papio","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Papio papio","Papio papio","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Papio papio","Papio papio","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris","mass","Body_Mass","g","50000","50","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Macropus fuliginosus","Macropus fuliginosus","mass","Body_Mass","g","35000","35","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Lepus europaeus","Lepus europaeus","mass","Body_Mass","g","6500","6.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","18300","18.3","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","18300","18.3","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","18300","18.3","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","15500","15.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","15500","15.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","15500","15.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Cuniculus taczanowskii","Cuniculus taczanowskii","mass","Body_Mass","g","6500","6.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","30000","30","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Felis silvestris catus","Felis silvestris catus","mass","Body_Mass","g","2500","2.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Felis silvestris catus","Felis silvestris catus","mass","Body_Mass","g","2500","2.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Felis silvestris catus","Felis silvestris catus","mass","Body_Mass","g","2500","2.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Felis silvestris catus","Felis silvestris catus","mass","Body_Mass","g","3700","3.7","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Leptailurus serval","Leptailurus serval","mass","Body_Mass","g","8500","8.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Leopardus pardalis","Leopardus pardalis","mass","Body_Mass","g","9400","9.4","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Lynx canadensis","Lynx canadensis","mass","Body_Mass","g","11000","11","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera pardus","Panthera pardus","mass","Body_Mass","g","39000","39","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Acinonyx jubatus","Acinonyx jubatus","mass","Body_Mass","g","48000","48","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Puma concolor","Puma concolor","mass","Body_Mass","g","60000","60","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera leo","Panthera leo","mass","Body_Mass","g","167000","167","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera tigris","Panthera tigris","mass","Body_Mass","g","169000","169","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris","mass","Body_Mass","g","50000","50","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Dasypus novemcinctus","Dasypus novemcinctus","mass","Body_Mass","g","6000","6","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Dolichotis patagonum","Dolichotis patagonum","mass","Body_Mass","g","8000","8","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Orycteropus afer","Orycteropus afer","mass","Body_Mass","g","40000","40","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus","Canis lupus","mass","Body_Mass","g","40000","40","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Felis silvestris catus","Felis silvestris catus","mass","Body_Mass","g","5000","5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Felis silvestris catus","Felis silvestris catus","mass","Body_Mass","g","5000","5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","20000","20","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","20000","20","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","20000","20","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera onca","Panthera onca","mass","Body_Mass","g","76000","76","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera onca","Panthera onca","mass","Body_Mass","g","1e+05","100","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera onca","Panthera onca","mass","Body_Mass","g","1e+05","100","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Acinonyx jubatus","Acinonyx jubatus","mass","Body_Mass","g","53000","53","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera leo × tigris","Panthera leo × tigris","mass","Body_Mass","g","4e+05","400","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera leo","Panthera leo","mass","Body_Mass","g","130000","130","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Vulpes lagopus","Vulpes lagopus","mass","Body_Mass","g","3500","3.5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Puma concolor","Puma concolor","mass","Body_Mass","g","60000","60","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera leo","Panthera leo","mass","Body_Mass","g","130000","130","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera tigris","Panthera tigris","mass","Body_Mass","g","169000","169","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","31000","31","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Canis lupus familiaris","Canis lupus familiaris","mass","Body_Mass","g","35000","35","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Procyon lotor","Procyon lotor","mass","Body_Mass","g","7000","7","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera tigris","Panthera tigris","mass","Body_Mass","g","161000","161","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera pardus","Panthera pardus","mass","Body_Mass","g","39000","39","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Felis silvestris catus","Felis silvestris catus","mass","Body_Mass","g","5000","5","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera leo","Panthera leo","mass","Body_Mass","g","167000","167","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Panthera leo","Panthera leo","mass","Body_Mass","g","130000","130","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Elephas maximus","Elephas maximus","mass","Body_Mass","g","2072000","2072","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Elephas maximus","Elephas maximus","mass","Body_Mass","g","3684000","3684","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Loxodonta africana","Loxodonta africana","mass","Body_Mass","g","930000","930","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Elephas maximus","Elephas maximus","mass","Body_Mass","g","1740000","1740","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Loxodonta africana","Loxodonta africana","mass","Body_Mass","g","3438000","3438","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Camelus dromedarius","Camelus dromedarius","mass","Body_Mass","g","684000","684","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Camelus dromedarius","Camelus dromedarius","mass","Body_Mass","g","584000","584","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Camelus dromedarius","Camelus dromedarius","mass","Body_Mass","g","620000","620","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Camelus bactrianus","Camelus bactrianus","mass","Body_Mass","g","8e+05","800","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Camelus dromedarius","Camelus dromedarius","mass","Body_Mass","g","5e+05","500","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Lama glama","Lama glama","mass","Body_Mass","g","150000","150","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Elephas maximus","Elephas maximus","mass","Body_Mass","g","3684000","3684","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
"Capra aegagrus hircus","Capra aegagrus hircus","mass","Body_Mass","g","26200","26.2","kg","10.1002%2Fjez.70069_SupplementaryFile3.tsv","MedinaGonzález","2026","MedinaGonzález","secondary"
