label,domain,measure_class,Structure,Measure,Unit,is_measurement,poolable_group,definition,definition_kind,definition_source,matched_code,glossary_terms
log10_pp2_mm (log10 mm),hand & limb morphology,hand_morphology,hand,pp2.Length.log10mm,log10 mm,True,,"base-10 logarithm, proximal phalanx of digit 2 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|pp2
log10_pp3_mm (log10 mm),hand & limb morphology,hand_morphology,hand,pp3.Length.log10mm,log10 mm,True,,"base-10 logarithm, proximal phalanx of digit 3 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|pp3
log10_pp4_mm (log10 mm),hand & limb morphology,hand_morphology,hand,pp4.Length.log10mm,log10 mm,True,,"base-10 logarithm, proximal phalanx of digit 4 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|pp4
log10_pp5_mm (log10 mm),hand & limb morphology,hand_morphology,hand,pp5.Length.log10mm,log10 mm,True,,"base-10 logarithm, proximal phalanx of digit 5 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|pp5
peak_workspace (index),hand & limb morphology,hand_morphology,,peak_workspace,index,True,,peak manipulatory workspace metric (Feix et al. 2015),source_definition,Baker_etal_2025/reference_tables/Baker_etal_2025_definitions.csv,peak_workspace,
real_size (index),hand & limb morphology,hand_morphology,,real_size,index,True,,absolute size metric (Baker et al. derived),source_definition,Baker_etal_2025/reference_tables/Baker_etal_2025_definitions.csv,real_size,
relative_size (index),hand & limb morphology,hand_morphology,,relative_size,index,True,,relative hand/thumb size metric (Baker et al. derived),source_definition,Baker_etal_2025/reference_tables/Baker_etal_2025_definitions.csv,relative_size,
Age_at_eye_opening_days,life history,life_history,,AgeEyeOpening.days,days,True,,Age at eye opening days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Age_at_eye_opening_days,
Age_at_first_breeding_days,life history,life_history,,AgeFirstBreeding.days,days,True,,Age at first breeding days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Age_at_first_breeding_days,
Age_at_first_breeding_F_mnths,life history,life_history,,AgeFirstBreeding.mo,months,True,,Age at first breeding F mnths,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Age_at_first_breeding_F_mnths,
Altricial_precocial,life history,life_history,,DevelopmentMode,category,True,,Altricial precocial,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Altricial_precocial,
Dispersal_age_days,life history,life_history,,DispersalAge.days,days,True,,Dispersal age days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Dispersal_age_days,
Female_sexual_maturity (days),life history,life_history,,Female_sexual_maturity,days,True,,Female sexual maturity days,source_definition_crosswalk,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Female_sexual_maturity_days,
Female_sexual_maturity_days,life history,life_history,,SexualMaturity.days,days,True,,Female sexual maturity days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Female_sexual_maturity_days,
Gestation (days),life history,life_history,,Gestation,days,True,,Gestation days,source_definition_crosswalk,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Gestation_days,
Gestation_days,life history,life_history,,Gestation.days,days,True,,Gestation days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Gestation_days,
Inter-litter_interval_days,life history,life_history,,InterLitterInterval.days,days,True,,Inter-litter interval days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Inter-litter_interval_days,
Juvenility_days,life history,life_history,,Juvenility.days,days,True,,Juvenility days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Juvenility_days,
Juvenility_primates_years,life history,life_history,,Juvenility.yr,years,True,,Juvenility primates years,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Juvenility_primates_years,
Litter_size,life history,life_history,,LitterSize.count,count,True,,Litter size,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Litter_size,
Litter_size (count),life history,life_history,,Litter_size,count,True,,Litter size,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Litter_size,
Litters_per_year,life history,life_history,,LittersPerYear.count,count/yr,True,,Litters per year,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Litters_per_year,
Male_sexual_maturity_days,life history,life_history,,SexualMaturity.days,days,True,,Male sexual maturity days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Male_sexual_maturity_days,
Maximum_lifespan_yrs,life history,life_history,,MaxLongevity.yr,yr,True,,Maximum lifespan yrs,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Maximum_lifespan_yrs,
Maximum_longevity (yr),life history,life_history,,Maximum_longevity,yr,True,,"Maximum recorded lifespan of the species, in years.",glossary_definition,_keys/glossary.csv,Maximum_longevity,
Weaning_age (days),life history,life_history,,Weaning_age,days,True,,"Age at weaning, in days. Pools weaning period, lactation length and time-to-weaning, since lactation ends at weaning.",glossary_definition,_keys/glossary.csv,Weaning_age,
Weaning_period_days,life history,life_history,,Weaning.days,days,True,,Weaning period days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Weaning_period_days,
Weight_at_birth_g,life history,life_history,Body,Mass.g,g,True,,Weight at birth g,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Weight_at_birth_g,
Weight_at_weaning_g,life history,life_history,Body,Mass.g,g,True,,Weight at weaning g,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Weight_at_weaning_g,
Neurogenic_period_days,life history,neurodevelopment,,NeurogenicPeriod.days,days,True,,Neurogenic period days,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Neurogenic_period_days,
Whole_brain_Total_glucose_utilization (umol/min),metabolism,cerebral_absolute_rate,WholeBrain,Rate.umol/min,umol/min,True,,WholeBrain,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Whole_brain_Total_O2_consumption (mL/min),metabolism,cerebral_absolute_rate,WholeBrain,Rate.mL/min,mL/min,True,,WholeBrain,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Amygdala_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Amygdala,CMR.umol/100g/min,umol/100g/min,True,,Amygdala,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Auditory_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Auditory_cortex,CMR.umol/100g/min,umol/100g/min,True,,Auditory cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Basal_forebrain_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Basal_forebrain,CMR.umol/100g/min,umol/100g/min,True,,Basal forebrain,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Basal_ganglia_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Basal_ganglia,CMR.umol/100g/min,umol/100g/min,True,,Basal ganglia,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Basal_ganglia_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Basal_ganglia,CMR.umol/100g/min,umol/100g/min,True,,Basal ganglia,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Brain_stem_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Brain_stem,CMR.umol/100g/min,umol/100g/min,True,,Brain stem,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Capsula_interna_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Capsula_interna,CMR.umol/100g/min,umol/100g/min,True,,Capsula interna,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Caudate_nucleus_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Caudate_nucleus,CMR.umol/100g/min,umol/100g/min,True,,Caudate nucleus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Centrum_semiovale_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Centrum_semiovale,CMR.umol/100g/min,umol/100g/min,True,,Centrum semiovale,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Cerebellar_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Cerebellar_cortex,CMR.umol/100g/min,umol/100g/min,True,,Cerebellar cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Cerebellum_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Cerebellum,CMR.umol/100g/min,umol/100g/min,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Cerebellum_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Cerebellum,CMR.umol/100g/min,umol/100g/min,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Cingulate_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Cingulate_cortex,CMR.umol/100g/min,umol/100g/min,True,,Cingulate cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Colliculus_inferior_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Colliculus_inferior,CMR.umol/100g/min,umol/100g/min,True,,Colliculus inferior,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Colliculus_superior_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Colliculus_superior,CMR.umol/100g/min,umol/100g/min,True,,Colliculus superior,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Corpus_geniculatum_laterale_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Corpus_geniculatum_laterale,CMR.umol/100g/min,umol/100g/min,True,,Corpus geniculatum laterale,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Corpus_geniculatum_mediale_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Corpus_geniculatum_mediale,CMR.umol/100g/min,umol/100g/min,True,,Corpus geniculatum mediale,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Frontal_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Frontal_cortex,CMR.umol/100g/min,umol/100g/min,True,,Frontal cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Frontal_cortex_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Frontal_cortex,CMR.umol/100g/min,umol/100g/min,True,,Frontal cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Hippocampus_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Hippocampus,CMR.umol/100g/min,umol/100g/min,True,,Hippocampus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Hippocampus_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Hippocampus,CMR.umol/100g/min,umol/100g/min,True,,Hippocampus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Hypothalamus_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Hypothalamus,CMR.umol/100g/min,umol/100g/min,True,,Hypothalamus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Insula_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Insula,CMR.umol/100g/min,umol/100g/min,True,,Insula,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Neocortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Neocortex,CMR.umol/100g/min,umol/100g/min,True,,Neocortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Neocortex_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Neocortex,CMR.umol/100g/min,umol/100g/min,True,,Neocortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Nucleus_accumbens_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Nucleus_accumbens,CMR.umol/100g/min,umol/100g/min,True,,Nucleus accumbens,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Nucleus_dentatus_cerebelli_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Nucleus_dentatus_cerebelli,CMR.umol/100g/min,umol/100g/min,True,,Nucleus dentatus cerebelli,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Nucleus_ruber_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Nucleus_ruber,CMR.umol/100g/min,umol/100g/min,True,,Nucleus ruber,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Nucleus_subthalamicus_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Nucleus_subthalamicus,CMR.umol/100g/min,umol/100g/min,True,,Nucleus subthalamicus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Occipital_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Occipital_cortex,CMR.umol/100g/min,umol/100g/min,True,,Occipital cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Occipital_cortex_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Occipital_cortex,CMR.umol/100g/min,umol/100g/min,True,,Occipital cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Pallidum_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Pallidum,CMR.umol/100g/min,umol/100g/min,True,,Pallidum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Parietal_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Parietal_cortex,CMR.umol/100g/min,umol/100g/min,True,,Parietal cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Parietal_cortex_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Parietal_cortex,CMR.umol/100g/min,umol/100g/min,True,,Parietal cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Prefrontal_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Prefrontal_cortex,CMR.umol/100g/min,umol/100g/min,True,,Prefrontal cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Putamen_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Putamen,CMR.umol/100g/min,umol/100g/min,True,,Putamen,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Sensorimotor_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Sensorimotor_cortex,CMR.umol/100g/min,umol/100g/min,True,,Sensorimotor cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Sensorimotor_cortex_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Sensorimotor_cortex,CMR.umol/100g/min,umol/100g/min,True,,Sensorimotor cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Septum_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Septum,CMR.umol/100g/min,umol/100g/min,True,,Septum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Substantia_nigra_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Substantia_nigra,CMR.umol/100g/min,umol/100g/min,True,,Substantia nigra,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Temporal_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Temporal_cortex,CMR.umol/100g/min,umol/100g/min,True,,Temporal cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Temporal_cortex_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Temporal_cortex,CMR.umol/100g/min,umol/100g/min,True,,Temporal cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Thalamus_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Thalamus,CMR.umol/100g/min,umol/100g/min,True,,Thalamus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Thalamus_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,Thalamus,CMR.umol/100g/min,umol/100g/min,True,,Thalamus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Thalamus_medial_nucleus_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Thalamus_medial_nucleus,CMR.umol/100g/min,umol/100g/min,True,,Thalamus medial nucleus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Vermis_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Vermis,CMR.umol/100g/min,umol/100g/min,True,,Vermis,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Visual_cortex_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,Visual_cortex,CMR.umol/100g/min,umol/100g/min,True,,Visual cortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
White_matter_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,White_matter,CMR.umol/100g/min,umol/100g/min,True,,White matter,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
White_matter_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,White_matter,CMR.umol/100g/min,umol/100g/min,True,,White matter,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Whole_brain_CMRgl (umol/100g/min),metabolism,cerebral_metabolic_rate,WholeBrain,CMR.umol/100g/min,umol/100g/min,True,,WholeBrain,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRgl
Whole_brain_CMRO2 (umol/100g/min),metabolism,cerebral_metabolic_rate,WholeBrain,CMR.umol/100g/min,umol/100g/min,True,,WholeBrain,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CMRO2
Basal_ganglia_CBF (mL/100g/min),metabolism,cerebral_perfusion,Basal_ganglia,CBF.mL/100g/min,mL/100g/min,True,,Basal ganglia,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CBF
Cerebellum_CBF (mL/100g/min),metabolism,cerebral_perfusion,Cerebellum,CBF.mL/100g/min,mL/100g/min,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CBF
Hippocampus_CBF (mL/100g/min),metabolism,cerebral_perfusion,Hippocampus,CBF.mL/100g/min,mL/100g/min,True,,Hippocampus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CBF
Neocortex_CBF (mL/100g/min),metabolism,cerebral_perfusion,Neocortex,CBF.mL/100g/min,mL/100g/min,True,,Neocortex,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CBF
Thalamus_CBF (mL/100g/min),metabolism,cerebral_perfusion,Thalamus,CBF.mL/100g/min,mL/100g/min,True,,Thalamus,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CBF
White_matter_CBF (mL/100g/min),metabolism,cerebral_perfusion,White_matter,CBF.mL/100g/min,mL/100g/min,True,,White matter,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CBF
Whole_brain_CBF (mL/100g/min),metabolism,cerebral_perfusion,WholeBrain,CBF.mL/100g/min,mL/100g/min,True,,WholeBrain,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,CBF
Basal_metabolic_rate,metabolism,metabolic (body),Body,BMR.wholeanimal,mL O2/h,True,,"Basal metabolic rate (journal header typo ""Basal_metaboic_rate"" corrected)",source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Basal_metabolic_rate,
BMR_massspecific (mL O2/h/g),metabolism,metabolic (body),,BMR_massspecific,mL O2/h/g,True,,basal metabolic rate (mL O2/h/g),composed_from_glossary,_keys/glossary.csv,,BMR
BMR_wholeanimal (mL O2/h),metabolism,metabolic (body),,BMR_wholeanimal,mL O2/h,True,,basal metabolic rate (mL O2/h),composed_from_glossary,_keys/glossary.csv,,BMR
Duty_Factor (percent),sensorimotor & motor pathways,gait,,Duty_Factor,percent,True,,Mean stance duty factor: percentage of the stride cycle a foot maintains ground contact,source_definition,Wimberly_etal_2021/reference_tables/Wimberly_etal_2021_MammalGait_definitions.csv,Duty_Factor,
Foot_Posture (category),sensorimotor & motor pathways,gait,,Foot_Posture,category,True,,Foot posture: plantigrade / digitigrade / unguligrade,source_definition,Wimberly_etal_2021/reference_tables/Wimberly_etal_2021_MammalGait_definitions.csv,Foot_Posture,
Gait (category),sensorimotor & motor pathways,gait,,Gait,category,True,,Symmetrical walking-gait category: DSDC diagonal-sequence diagonal-couplet / LSDC lateral-sequence diagonal-couplet / LSLC lateral-sequence lateral-couplet,source_definition,Wimberly_etal_2021/reference_tables/Wimberly_etal_2021_MammalGait_definitions.csv,Gait,
Phase (percent),sensorimotor & motor pathways,gait,,Phase,percent,True,,Limb phase (diagonality): timing of forelimb footfall as percent of the stride after the ipsilateral hindlimb (Hildebrand),source_definition,Wimberly_etal_2021/reference_tables/Wimberly_etal_2021_MammalGait_definitions.csv,Phase,
Angular_utilization_index_FL (percent),sensorimotor & motor pathways,locomotion,,Angular_utilization_index_FL,percent,True,,"angular utilization index (AUI%), forelimb = TAE_FL/Sum_RoM_FL",source_definition_crosswalk,MedinaGonzález__2026/reference_tables/MedinaGonzález__2026_SupplementaryFile3_definitions.csv,FL_Angular_Excursion_Efficiency_pct,
Angular_utilization_index_HL (percent),sensorimotor & motor pathways,locomotion,,Angular_utilization_index_HL,percent,True,,"angular utilization index (AUI%), hindlimb = TAE_HL/Sum_RoM_HL",source_definition_crosswalk,MedinaGonzález__2026/reference_tables/MedinaGonzález__2026_SupplementaryFile3_definitions.csv,HL_Angular_Excursion_Efficiency_pct,
Arboreal_terrestrial (category),sensorimotor & motor pathways,locomotion,,Arboreal_terrestrial,category,True,,Primary substrate use category,source_definition,Granatosky__2018/reference_tables/Granatosky__2018_TableS1_definitions.csv,Arboreal_terrestrial,
Intermembral_index (ratio),sensorimotor & motor pathways,locomotion,,Intermembral_index,ratio,True,,Intermembral index (100*(humerus+radius)/(femur+tibia)),source_definition,Granatosky__2018/reference_tables/Granatosky__2018_TableS1_definitions.csv,Intermembral_index,ratio
Limb_posture (category),sensorimotor & motor pathways,locomotion,,Limb_posture,category,True,,limb posture class,source_definition_crosswalk,MedinaGonzález__2026/reference_tables/MedinaGonzález__2026_SupplementaryFile3_definitions.csv,Posture,
Locomotor_diversity_index (index),sensorimotor & motor pathways,locomotion,,Locomotor_diversity_index,index,True,,Number/diversity of locomotor modes used (Granatosky locomotor diversity index),source_definition,Granatosky__2018/reference_tables/Granatosky__2018_TableS1_definitions.csv,Locomotor_diversity_index,
Locomotor_habit (category),sensorimotor & motor pathways,locomotion,,Locomotor_habit,category,True,,locomotor habit class,source_definition,MedinaGonzález__2026/reference_tables/MedinaGonzález__2026_SupplementaryFile2_definitions.csv,Locomotor_habit,
Top_speed (category),sensorimotor & motor pathways,locomotion,,Top_speed,category,True,,reported top-speed class,source_definition_crosswalk,MedinaGonzález__2026/reference_tables/MedinaGonzález__2026_SupplementaryFile3_definitions.csv,Top_speed_class,
Area of tract mmˆ2,sensorimotor & motor pathways,motor_pathway,CorticospinalTract,Area.mm2,mm2,True,,cross-sectional area of the pyramidal tract in mm2,source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Area of tract mmˆ2,
Average fiber size x 10ˆ5 K,sensorimotor & motor pathways,motor_pathway,CorticospinalTract,FiberDiameter.um,um x 1e5,True,,average fibre size index (K x 10^5) as printed,source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Average fiber size x 10ˆ5 K,
CM_connection_inference (category),sensorimotor & motor pathways,motor_pathway,spinal cord / M1 output,CM_connection_inference,category,True,,the paper's own conservative inference about a corticomotoneuronal connection,source_definition,Bortoff_Strick_1993/reference_tables/Bortoff_Strick_1993_Table1_definitions.csv,CM_connection_inference,CM
CST_termination_grade (ordinal 0-2),sensorimotor & motor pathways,motor_pathway,spinal cord / M1 output,CST_termination_grade,ordinal 0-2,True,,ordinal extent of primary-motor corticospinal termination in ventral horn or lamina IX,source_definition,Bortoff_Strick_1993/reference_tables/Bortoff_Strick_1993_Table1_definitions.csv,CST_termination_grade,CST
Depth,sensorimotor & motor pathways,motor_pathway,SpinalCord,CSTPenetrationDepth,ordinal,True,,"depth of corticospinal-tract terminations in the spinal grey matter (ordinal score, 1-5)",source_definition,Iwaniuk_etal_1999/reference_tables/Iwaniuk_etal_1999_Table1_definitions.csv,Depth,
Lamina of axon terminals deepest,sensorimotor & motor pathways,motor_pathway,SpinalCord,CSTTerminalLamina,ordinal,True,,deepest spinal grey-matter lamina (Rexed) reached by corticospinal terminations,source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Lamina of axon terminals deepest,
Lamina of axon terminals densest,sensorimotor & motor pathways,motor_pathway,SpinalCord,CSTTerminalLamina,ordinal,True,,spinal grey-matter lamina (Rexed) with the densest corticospinal terminations,source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Lamina of axon terminals densest,
Largest fiber diameter µm,sensorimotor & motor pathways,motor_pathway,CorticospinalTract,FiberDiameter.um,um,True,,largest pyramidal-tract fibre diameter in micrometres,source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Largest fiber diameter µm,
Length,sensorimotor & motor pathways,motor_pathway,SpinalCord,CSTLength,as printed,True,,"length of the corticospinal-tract projection down the spinal cord (ordinal score, 1-8)",source_definition,Iwaniuk_etal_1999/reference_tables/Iwaniuk_etal_1999_Table1_definitions.csv,Length,
Number of fibers per tract,sensorimotor & motor pathways,motor_pathway,CorticospinalTract,FiberCount,count,True,,number of fibres in the pyramidal (corticospinal) tract,source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Number of fibers per tract,
Penetration down spinal cord,sensorimotor & motor pathways,motor_pathway,SpinalCord,CSTPenetration,category,True,,deepest spinal-cord level reached by the pyramidal tract (segment code or S),source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Penetration down spinal cord,
REM_sleep_pct,sleep & torpor,sleep,,REMSleep.pct,%,True,,project standardized term: per cent of total sleep spent in REM,source_definition,Eagleman_Vaughn_2021/Eagleman_Vaughn_2021_TABLE1_definitions.csv,REM_sleep_pct,REM
Sleep_h_day,sleep & torpor,sleep,,TotalSleepTime.h,h/day,True,,"project standardized term: total daily sleep, hours per day",source_definition,HerculanoHouzel__2015/HerculanoHouzel__2015_Table1_definitions.csv,Sleep_h_day,
