paper,item,Code,Structure,canonical_structure,domain,Measure,measure_class,Stat,role,taxon,Definition
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,subpallium_neuron_density_per_mg,Subpallium,Subpallium,NA,N.p.mg,density (per mass/volume),mean,primary,Aves,mean neuron density in subpallium
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,subpallium_nonneuronal_cell_density_per_mg,Subpallium,Subpallium,NA,O.p.mg,density (per mass/volume),mean,primary,Aves,mean non-neuronal cell density in subpallium
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,subpallium_mass_g,Subpallium,Subpallium,NA,Mass.g,mass,mean,primary,Aves,mean subpallium mass
Baron_etal_1987,Baron_etal_1987_Table1,SIN,SubstantiaInnominata,Substantia_innominata,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",substantia innominata
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Subthalamus,Subthalamus,Subthalamus,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",subthalamus (= pallidum + n. subthalamicus)
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_cell_count,Tectum,Tectum,cell_counts,Cells.n,count (number),mean,primary,Aves,mean estimated total cell number in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_neuron_count,Tectum,Tectum,cell_counts,N.n,count (number),mean,primary,Aves,mean estimated neuron number in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_nonneuronal_cell_count,Tectum,Tectum,cell_counts,O.n,count (number),mean,primary,Aves,mean estimated non-neuronal cell number in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_neuron_density_per_mg,Tectum,Tectum,cell_counts,N.p.mg,density (per mass/volume),mean,primary,Aves,mean neuron density in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_nonneuronal_cell_density_per_mg,Tectum,Tectum,cell_counts,O.p.mg,density (per mass/volume),mean,primary,Aves,mean non-neuronal cell density in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_mass_g,Tectum,Tectum,cell_counts,Mass.g,mass,mean,primary,Aves,mean tectum mass
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_brain_mass_percent,Tectum,Tectum,cell_counts,pct.brain.mass,mass,mean,primary,Aves,mean percentage of whole-brain mass in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_neuronal_cell_percent,Tectum,Tectum,cell_counts,pct.NeuN,percentage (relative),mean,primary,Aves,mean percentage of tectum cells labelled NeuN-positive
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_brain_neuron_percent,Tectum,Tectum,cell_counts,pct.brain.N,percentage (relative),mean,primary,Aves,mean percentage of whole-brain neurons in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,tectum_brain_nonneuronal_cell_percent,Tectum,Tectum,cell_counts,pct.brain.O,percentage (relative),mean,primary,Aves,mean percentage of whole-brain non-neuronal cells in tectum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_cell_count,Telencephalon,Telencephalon,brain_structure_volume,Cells.n,count (number),mean,primary,Aves,mean estimated total cell number in telencephalon
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_neuron_count,Telencephalon,Telencephalon,brain_structure_volume,N.n,count (number),mean,primary,Aves,mean estimated neuron number in telencephalon
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_nonneuronal_cell_count,Telencephalon,Telencephalon,brain_structure_volume,O.n,count (number),mean,primary,Aves,mean estimated non-neuronal cell number in telencephalon
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_neuron_density_per_mg,Telencephalon,Telencephalon,brain_structure_volume,N.p.mg,density (per mass/volume),mean,primary,Aves,mean neuron density in telencephalon
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_nonneuronal_cell_density_per_mg,Telencephalon,Telencephalon,brain_structure_volume,O.p.mg,density (per mass/volume),mean,primary,Aves,mean non-neuronal cell density in telencephalon
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_mass_g,Telencephalon,Telencephalon,brain_structure_volume,Mass.g,mass,mean,primary,Aves,mean telencephalon mass
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_brain_mass_percent,Telencephalon,Telencephalon,brain_structure_volume,pct.brain.mass,mass,mean,primary,Aves,mean percentage of whole-brain mass in telencephalon
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_neuronal_cell_percent,Telencephalon,Telencephalon,brain_structure_volume,pct.NeuN,percentage (relative),mean,primary,Aves,mean percentage of telencephalon cells labelled NeuN-positive
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_brain_neuron_percent,Telencephalon,Telencephalon,brain_structure_volume,pct.brain.N,percentage (relative),mean,primary,Aves,mean percentage of whole-brain neurons in telencephalon
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,telencephalon_brain_nonneuronal_cell_percent,Telencephalon,Telencephalon,brain_structure_volume,pct.brain.O,percentage (relative),mean,primary,Aves,mean percentage of whole-brain non-neuronal cells in telencephalon
Baron_etal_1996,Baron_etal_1996_Table10,telencephalon_mm3,Telencephalon,Telencephalon,brain_structure_volume,Vol.mm3,volume,mean,primary,Chiroptera,telencephalon volume
Ebinger__1974,Ebinger__1974_Tables3-4,telencephalon_mm3,Telencephalon,Telencephalon,brain_structure_volume,Vol.mm3,volume,point,primary,Ovis,telencephalon volume
Frahm_etal_1997,Frahm_etal_1997_Table1,Telencephalon_mm3,Telencephalon,Telencephalon,brain_structure_volume,Vol.mm3,volume,NA,primary,Rodentia & Insectivora,Telencephalon (Vol.mm3)
Schleifenbaum__1973,Schleifenbaum__1973_Tables1-2,telencephalon_mm3,Telencephalon,Telencephalon,brain_structure_volume,Vol.mm3,volume,point,primary,Canis,telencephalon volume
Stephan_Pirlot_1970,Stephan_Pirlot_1970_Table1,telencephalon_total_mm3,telencephalon,Telencephalon,brain_structure_volume,volume,volume,value mm3,derived-in-source,Chiroptera,telencephalon total (col 12) = cols 5-11
Stephan_etal_1970,Stephan_etal_1970,telencephalon_mm3,Telencephalon,Telencephalon,brain_structure_volume,Volume.mm3,volume,NA,primary,NA,telencephalon volume
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Telencephalon,Telencephalon,Telencephalon,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",telencephalon
Zilles_Rehkämper_1988,Zilles_Rehkämper_1988_Table12-2,Telencephalon,Telencephalon,Telencephalon,brain_structure_volume,Vol.mm3,volume,NA,primary,Primates (Pongo),telencephalon fresh volume (sum of its components below)
Campos_Welker_1976,Campos_Welker_1976_Table1,thalamus_volume_mm3,Thalamus,Thalamus,cell_counts,Vol.mm3,volume,value,primary,Hystricomorph rodents,"Dorsal, epithalamic and ventral thalamic volume including fiber tracts; pretectal nuclei excluded"
Campos_Welker_1976,Campos_Welker_1976_Table1,thalamus_volume_mm3,Thalamus,Thalamus,brain_structure_volume,Vol.mm3,volume,value,primary,Hystricomorph rodents,"Dorsal, epithalamic and ventral thalamic volume including fiber tracts; pretectal nuclei excluded"
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Thalamus,Thalamus,Thalamus,cell_counts,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",thalamus
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Thalamus,Thalamus,Thalamus,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",thalamus
Ebinger__1974,Ebinger__1974_Tables3-4,pure_brain_volume_mm3,Total_brain_net_volume,Total_brain_net_volume,brain_structure_volume,Vol.mm3,volume,point,primary,Ovis,pure brain volume after remaining parts and ventricle
Stephan_etal_1970,Stephan_etal_1970,total_brain_net_mm3,Total_brain_net_volume,Total_brain_net_volume,brain_structure_volume,Volume.mm3,volume,NA,primary,NA,total brain NET volume (pure tissue; ventricles/meninges/nerves excluded)
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume,Total_brain_net_volume,Total_brain_net_volume,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",net brain volume (= sum of codes 6-10; excludes ventricles and code-4 non-brain tissues)
deSousa_etal_2010,deSousa_etal_2010_Table1,Total_brain_net_volume_mm3,Total_brain_net_volume,Total_brain_net_volume,brain_structure_volume,Vol.mm3,volume,NA,primary,Insectivora & Primates,Total brain net volume (Vol.mm3)
Bauernfeind_etal_2013,Bauernfeind_etal_2013_Table1,brain_volume_mm3,Total_brain_volume,Total_brain_volume,brain_structure_volume,Vol.mm3,volume,NA,primary,Primates,"TOTAL fresh brain volume in mm3 (printed in cm3; x1000). NOT a net volume and NOT an independent volume measurement: it is the paper's ""preprocessed brain volume"" = brain mass / 1.036 g per cm3 (Stephan 1960 specific gravity), the numerator of the shrinkage correction factor described in the Methods. Verified: brain_mass_mg / brain_volume_mm3 = 1.036 for 41 of 43 individuals (remaining 2 within 1.2%, from rounding of the printed mass). It therefore restates brain_mass_mg and is a deterministic transform of it, not a second trait."
Ebinger__1974,Ebinger__1974_Tables3-4,total_brain_volume_mm3,Total_brain_volume,Total_brain_volume,brain_structure_volume,Vol.mm3,volume,point,primary,Ovis,total fresh brain volume
Schleifenbaum__1973,Schleifenbaum__1973_Tables1-2,total_brain_volume_mm3,Total_brain_volume,Total_brain_volume,brain_structure_volume,Vol.mm3,volume,point,primary,Canis,total fresh-brain-corrected volume
deSousa_etal_2010,deSousa_etal_2010,brain_volume_cm3,Total_brain_volume,Total_brain_volume,brain_structure_volume,Volume.cm3,volume,mean,primary,Primates,TOTAL fresh brain volume (includes ventricles and the Stephan code-4 tissues); not the net brain volume
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Tractus_opticus,Tractus_opticus,Tractus_opticus,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",optic tract
deJager_etal_2022,deJager_etal_2022,TF_area_mm2,Transverse foramen,Transverse foramen,NA,area.mm2,surface area,NA,primary,Homo sapiens,cross-sectional area of the cervical transverse foramen in mm^2
deJager_etal_2022,deJager_etal_2022,foramen_area_min_mm2,Transverse foramen,Transverse foramen,NA,area.mm2,surface area,min,method,Homo sapiens,lower end of the observed transverse-foramen area at this level and side; use to flag extrapolation
deJager_etal_2022,deJager_etal_2022,foramen_area_max_mm2,Transverse foramen,Transverse foramen,NA,area.mm2,surface area,max,method,Homo sapiens,upper end of the observed transverse-foramen area at this level and side; use to flag extrapolation
Sherwood_etal_2005,Sherwood_etal_2005,trigeminal_motor_Vmo_mm3,Trigeminal_motor_nucleus,Trigeminal_motor_nucleus,NA,Volume.mm3,volume,mean,primary,NA,trigeminal motor nucleus (Vmo) volume
Sherwood_etal_2005,Sherwood_etal_2005,trigeminal_motor_Vmo_SD,Trigeminal_motor_nucleus,Trigeminal_motor_nucleus,NA,Volume.mm3,volume,SD,secondary,NA,SD of Vmo volume
Ebinger__1974,Ebinger__1974_Tables3-4,tuberculum_olfactorium_mm3,Tuberculum_olfactorium,Tuberculum_olfactorium,brain_structure_volume,Vol.mm3,volume,point,primary,Ovis,tuberculum olfactorium volume
Karl_etal_2024,Karl_etal_2024_TABLE1,Neuron density (mm2),V1,V1,brain_structure_volume,Density.N_mm2,Density.N_mm2,mean,primary,Mammals (marsupial to primate),"density of neurons in primary visual cortex (area V1), neurons per square millimetre of section area"
Karl_etal_2024,Karl_etal_2024_TABLE1,V1_neuron_density_per_mm2,V1,V1,brain_structure_volume,Density.N_mm2,Density.N_mm2,mean,primary,Mammals (marsupial to primate),"project standardized term: neuron density in area V1, neurons per mm2"
Karl_etal_2024,Karl_etal_2024_TABLE1,Mitochondria density (mm2),V1,V1,brain_structure_volume,Density.per_mm2,Density.per_mm2,mean,primary,Mammals (marsupial to primate),"density of mitochondria in area V1, mitochondria per square millimetre of section area"
Karl_etal_2024,Karl_etal_2024_TABLE1,Synapse density (mm2),V1,V1,brain_structure_volume,Density.per_mm2,Density.per_mm2,mean,primary,Mammals (marsupial to primate),"density of synapses in area V1, synapses per square millimetre of section area"
Karl_etal_2024,Karl_etal_2024_TABLE1,V1_mitochondria_density_per_mm2,V1,V1,brain_structure_volume,Density.per_mm2,Density.per_mm2,mean,primary,Mammals (marsupial to primate),"project standardized term: mitochondria density in area V1, mitochondria per mm2"
Karl_etal_2024,Karl_etal_2024_TABLE1,V1_synapse_density_per_mm2,V1,V1,brain_structure_volume,Density.per_mm2,Density.per_mm2,mean,primary,Mammals (marsupial to primate),"project standardized term: synapse density in area V1, synapses per mm2"
Bush_Allman_2004_b,Bush_Allman_2004_b,horizontal_meridian_mm,V1,V1,brain_structure_volume,Length.mm,length,NA,primary,NA,V1 horizontal meridian length
Karl_etal_2024,Karl_etal_2024_TABLE1,PSD length (nm),V1,V1,brain_structure_volume,Length.nm,length,mean,primary,Mammals (marsupial to primate),"length of the postsynaptic density (PSD) in nanometres, measured in area V1. The PSD is the protein network clustered around neurotransmitter receptors at the postsynaptic membrane"
Karl_etal_2024,Karl_etal_2024_TABLE1,V1_PSD_length_nm,V1,V1,brain_structure_volume,Length.nm,length,mean,primary,Mammals (marsupial to primate),"project standardized term: postsynaptic density length in area V1, nm"
Changizi_Shimojo_2005,Changizi_Shimojo_2005_Table2,V1_pct_neocortex,V1,V1,brain_structure_volume,pct.neocortex,percentage (relative),NA,primary,"Mammalia, 16 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, primates)",relative size of V1 (primary visual area) as a percentage of neocortex
Bush_Allman_2004_b,Bush_Allman_2004_b,V1_surface_cm2,V1,V1,brain_structure_volume,Area.cm2,surface area,NA,primary,NA,V1 surface area
Bush_Allman_2004_b,Bush_Allman_2004_b,V1_grey_cm3,V1,V1,brain_structure_volume,Volume.cm3,volume,NA,primary,NA,V1 (primary visual) grey matter volume
Sherwood_etal_2003,Sherwood_etal_2003_Table1,visual_pyramid_soma_um3_mean,V1,V1,brain_structure_volume,soma volume,volume,mean um3,primary,NA,V1 infragranular pyramidal soma volume
Sherwood_etal_2003,Sherwood_etal_2003_Table1,meynert_soma_um3_mean,V1,V1,brain_structure_volume,soma volume,volume,mean um3,primary,NA,Meynert cell soma volume
deSousa_etal_2010,deSousa_etal_2010,V1_N,V1_AreaStriata,V1_AreaStriata,NA,Count,count (number),N,metadata,Primates,number of specimens for V1 volume
deSousa_etal_2010,deSousa_etal_2010,V1_area_striata_grey_mm3,V1_AreaStriata,V1_AreaStriata,NA,Volume.mm3,volume,NA,primary,Primates,primary visual cortex (area striata) grey matter volume
deSousa_etal_2010,deSousa_etal_2010,V1_area_striata_volume_cm3,V1_AreaStriata,V1_AreaStriata,NA,Volume.cm3,volume,mean,primary,Primates,primary visual cortex (area striata) grey-matter volume; published bilateral estimate = 2 x measured left V1
deSousa_etal_2010,deSousa_etal_2010,left_V1_volume_cm3,V1_AreaStriata,V1_AreaStriata,NA,Volume.cm3,volume,NA,primary,NA,LEFT V1 (area striata) grey matter volume
Changizi_Shimojo_2005,Changizi_Shimojo_2005_Table2,V2_pct_neocortex,V2,V2,NA,pct.neocortex,percentage (relative),NA,primary,"Mammalia, 16 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, primates)",relative size of V2 (second visual area) as a percentage of neocortex
Matano_etal_1985_b,Matano_etal_1985_b_Table1,ventral_pons_mm3,Ventral_pons,Ventral_pons,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",volume of the ventral pons in mm3
Ebinger__1974,Ebinger__1974_Tables3-4,ventricle_mm3,Ventricle,Ventricle,NA,Vol.mm3,volume,point,primary,Ovis,ventricular volume
Lewitus_etal_2013,Lewitus_etal_2013_TableS2partial,Ventricle_1_2_volume_mm3,Ventricle,Ventricle,NA,Vol.mm3,volume,NA,secondary,Mammals,Volume of lateral ventricles (1 and 2)
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Ventricles,Ventricles,Ventricles,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",ventricular system
Armstrong__1979,Armstrong__1979_Tables1-9,Table4_VB_density,Ventrobasal complex,Ventrobasal complex,NA,Density.cells.0.01mm3,Density.cells.0.01mm3,n; mean; sd; se; min; max; median,primary,Hominoids,Neuronal density summary
Armstrong__1979,Armstrong__1979_Tables1-9,Table1_VB_volume,Ventrobasal complex,Ventrobasal complex,NA,Vol.mm3,volume,value,primary,Hominoids,Volume of ventrobasal complex
Armstrong__1979,Armstrong__1979_Tables1-9,Table9_VB_perikaryal_volume,Ventrobasal complex,Ventrobasal complex,NA,Vol.um3,volume,n; mean; sd; se; min; max; median,primary,Hominoids,Neuronal perikaryal-volume distribution summary
deJager_etal_2022,deJager_etal_2022,VA_area_mm2,Vertebral artery,Vertebral artery,NA,area.mm2,surface area,NA,primary,Homo sapiens,cross-sectional area of the vertebral artery lumen in mm^2 at the corresponding transverse foramen
Baron_etal_1988,Baron_etal_1988_Table1,VC,VestibularComplex,VestibularComplex,NA,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",complexus vestibularis (vestibular nuclear complex; sum of VI+VL+VM+VS)
Baron_etal_1988,Baron_etal_1988_Table1,VI,VestibularNucleusDescending,VestibularNucleusDescending,NA,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",nucleus vestibularis descendens (inferior/descending vestibular nucleus)
Baron_etal_1988,Baron_etal_1988_Table1,VL,VestibularNucleusLateral,VestibularNucleusLateral,NA,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",nucleus vestibularis lateralis (lateral vestibular nucleus)
Baron_etal_1988,Baron_etal_1988_Table1,VM,VestibularNucleusMedial,VestibularNucleusMedial,NA,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",nucleus vestibularis medialis (medial vestibular nucleus)
Baron_etal_1988,Baron_etal_1988_Table1,VS,VestibularNucleusSuperior,VestibularNucleusSuperior,NA,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",nucleus vestibularis superior (superior vestibular nucleus)
Krubitzer_Kaas_1990,Krubitzer_Kaas_1990_Table1,pct_17,VisualArea17,VisualArea17,NA,pct.neocortex_surface,surface area,NA,primary,Primates,area 17 (V-I / striate) as percent of total neocortex surface
Krubitzer_Kaas_1990,Krubitzer_Kaas_1990_Table1,pct_18,VisualArea18,VisualArea18,NA,pct.neocortex_surface,surface area,NA,primary,Primates,area 18 (V-II) as percent of total neocortex surface
Lewitus_etal_2014,Lewitus_etal_2014_TableS1,Glia neuron ratio,VisualCortex,VisualCortex,NA,G.p.N.Stereology,G.p.N.Stereology,NA,secondary,Mammals,NA
Lewitus_etal_2014,Lewitus_etal_2014_TableS2,Glia neuron ratio,VisualCortex,VisualCortex,NA,G.p.N.Stereology,G.p.N.Stereology,NA,secondary,Mammals,_Ð ratio of glia to neuron cells in adult visual cortex
Lewitus_etal_2013,Lewitus_etal_2013_TableA1,Astrocyte density (per mm3),VisualCortex,VisualCortex,NA,G.p.mm3.Stereology,density (per mass/volume),NA,primary,Mammals,NA
Lewitus_etal_2014,Lewitus_etal_2014_TableS1,Glial cell density,VisualCortex,VisualCortex,NA,G.p.mm3.Stereology,density (per mass/volume),NA,secondary,Mammals,NA
Lewitus_etal_2014,Lewitus_etal_2014_TableS2,Glial cell density,VisualCortex,VisualCortex,NA,G.p.mm3.Stereology,density (per mass/volume),NA,secondary,Mammals,Ð adult visual cortex; cells per mm3
Iwaniuk_etal_2001,Iwaniuk_etal_2001_Table2,Brain Size,WholeBrain,WholeBrain,cell_counts,BrainSize.residual,BrainSize.residual,NA,primary,Rodentia,relative brain size (residual from the brain-body regression)
Iwaniuk_etal_2001,Iwaniuk_etal_2001_Table4,Brain size,WholeBrain,WholeBrain,cell_counts,BrainSize.residual,BrainSize.residual,NA,primary,Primates,relative brain size (residual from the regression against body size)
Caspar_etal_2022,Caspar_etal_2022_Supplementaryfile3,female_endocranial_volume_ml,WholeBrain,WholeBrain,cell_counts,ECV.ml,ECV.ml,NA,primary,Primates,female endocranial volume in millilitres
Heldstab_etal_2016,Heldstab_etal_2016_TableS1,ECV_ml,WholeBrain,WholeBrain,cell_counts,ECV.ml,ECV.ml,NA,primary,Primates,female endocranial volume in millilitres
Iwaniuk_etal_2001,Iwaniuk_etal_2001_Table1,EQ,WholeBrain,WholeBrain,cell_counts,EQ,EQ,mean,primary,Mammals,mean encephalization quotient for the order
Iwaniuk_etal_2001,Iwaniuk_etal_2001_Table3,EQ,WholeBrain,WholeBrain,cell_counts,EQ,EQ,NA,primary,Marsupialia,relative brain size / encephalization quotient as printed in Table 3 (index)
Kazu_etal_2014,Kazu_etal_2014_Table1,WholeBrain_N.n,WholeBrain,WholeBrain,cell_counts,N.n,count (number),NA,primary,Artiodactyla,whole-brain neuron number (olfactory bulb excluded)
Kazu_etal_2015,Kazu_etal_2015_TABLE1,WholeBrain_N.n,WholeBrain,WholeBrain,cell_counts,N.n,count (number),NA,primary,Artiodactyla,whole-brain neuron number (olfactory bulb excluded)
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,whole_brain_cell_count,WholeBrain,WholeBrain,cell_counts,Cells.n,count (number),mean,primary,Aves,mean estimated total cell number in whole brain
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,whole_brain_neuron_count,WholeBrain,WholeBrain,cell_counts,N.n,count (number),mean,primary,Aves,mean estimated neuron number in whole brain
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,whole_brain_nonneuronal_cell_count,WholeBrain,WholeBrain,cell_counts,O.n,count (number),mean,primary,Aves,mean estimated non-neuronal cell number in whole brain
deSousa_etal_2010,deSousa_etal_2010,brain_N,WholeBrain,WholeBrain,cell_counts,Count,count (number),N,metadata,Primates,number of specimens for brain volume
Collins_etal_2016,Collins_etal_2016_Table1,brain_mass_g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,info,Primates,whole brain mass
Finlay_etal_2006,Finlay_etal_2006_Table6.1,brainweight_g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,primary,Mammals (marsupial to primate),brain weight
Heuer_etal_2023,Heuer_etal_2023_Data,LogBrainWeight_source,whole brain,WholeBrain,cell_counts,weight,mass,source log,secondary,Mammals,logged brain weight copied verbatim from rosetta.csv
Jacobs_etal_2018,Jacobs_etal_2018_Table3,brain_mass_mg,Whole brain,WholeBrain,cell_counts,Mass.mg,mass,point,info,Carnivores + Primates,brain mass of the specimen
Kazu_etal_2014,Kazu_etal_2014_Table1,WholeBrain_Mass.g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,primary,Artiodactyla,whole-brain mass excluding the olfactory bulb
Kazu_etal_2015,Kazu_etal_2015_TABLE1,WholeBrain_Mass.g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,primary,Artiodactyla,whole-brain mass excluding the olfactory bulb
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,whole_brain_mass_g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,mean,primary,Aves,mean whole brain mass
Turner_etal_2016,Turner_etal_2016_Table1,brain_weight_g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,info,Primates,whole brain mass as printed
Turner_etal_2016,Turner_etal_2016_Table1,Brain_Mass.mg,WholeBrain,WholeBrain,cell_counts,Mass.mg,mass,NA,secondary,Primates,whole brain mass in project units
Young_etal_2013_b,Young_etal_2013_b_Table1,brain_weight_g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,info,Primates,brain weight (Table S1)
deSousa_etal_2009,deSousa_etal_2009_Table1,brain_mass_mg,WholeBrain,WholeBrain,cell_counts,Mass.mg,mass,NA,secondary,Apes & humans + M. fascicularis,fresh brain mass; printed in g and multiplied by 1000
deSousa_etal_2010,deSousa_etal_2010,brain_mass_g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,primary,NA,fresh brain mass
deSousa_etal_2013,deSousa_etal_2013,brain_weight_g,WholeBrain,WholeBrain,cell_counts,Mass.g,mass,NA,primary,NA,species mean brain weight
Kazu_etal_2014,Kazu_etal_2014_Table1,WholeBrain_O.p.N,WholeBrain,WholeBrain,cell_counts,O.p.N,ratio (per neuron),NA,primary,Artiodactyla,whole-brain other-cell / neuron ratio
Kazu_etal_2015,Kazu_etal_2015_TABLE1,WholeBrain_O.p.N,WholeBrain,WholeBrain,cell_counts,O.p.N,ratio (per neuron),NA,primary,Artiodactyla,whole-brain other-cell / neuron ratio
Ashwell__2020,Ashwell__2020,brain_volume_mm3,WholeBrain,WholeBrain,cell_counts,Volume.mm3,volume,NA,primary,Mammalia,whole brain volume in cubic millimetres
Bush_Allman_2004_a,Bush_Allman_2004_a,whole_brain_cm3,WholeBrain,WholeBrain,cell_counts,Volume.cm3,volume,NA,primary,NA,whole brain volume
Bush_Allman_2004_b,Bush_Allman_2004_b,whole_brain_cm3,WholeBrain,WholeBrain,cell_counts,Volume.cm3,volume,NA,primary,NA,whole brain volume
MacLeod_etal_2003,MacLeod_etal_2003,brain_volume_cm3,WholeBrain,WholeBrain,cell_counts,Volume.cm3,volume,NA,primary,Apes (Hominoidea),whole brain volume
Semendeferi_Damasio_2000,Semendeferi_Damasio_2000_Table2,WholeBrain_Vol.mm3,whole brain,WholeBrain,cell_counts,Vol.mm3,volume,NA,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",whole-brain volume
Semendeferi_etal_1998,Semendeferi_etal_1998,brain_volume_mm3,WholeBrain,WholeBrain,cell_counts,Volume.mm3,volume,NA,primary,Apes & humans,total brain volume
Semendeferi_etal_2001,Semendeferi_etal_2001,brain_volume_mm3,WholeBrain,WholeBrain,cell_counts,Volume.mm3,volume,NA,primary,Apes & humans,total brain volume
Seymour_etal_2015,Seymour_etal_2015_TableS1,Brain_volume_ml,Whole Brain,WholeBrain,cell_counts,Vol.ml,volume,NA,primary,Primates & Diprotodontia,brain (endocranial) volume in millilitres
Seymour_etal_2017,Seymour_etal_2017_TableS1,Brain_volume_cm3,Whole Brain,WholeBrain,cell_counts,Vol.ml,volume,NA,primary,Fossil Hominins,brain (endocranial) volume in cm3 (= ml)
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,ECV_ml,Whole Brain,WholeBrain,cell_counts,Vol.ml,volume,NA,primary,Great Apes & Homo,endocranial volume in millilitres
Smaers_etal_2011,Smaers_etal_2011,total_brain_volume_cm3,WholeBrain,WholeBrain,cell_counts,Volume.cm3,volume,NA,both,Primates,total brain volume (Table 1)
Smaers_etal_2018,Smaers_etal_2018_Figure2-data1,Brain_Vol.mm3,whole brain,WholeBrain,cell_counts,Vol.mm3,volume,NA,secondary,Mammalia (primates + outgroups),whole-brain volume
deSousa_etal_2010,deSousa_etal_2010,brain_volume_mm3,WholeBrain,WholeBrain,cell_counts,Volume.mm3,volume,NA,primary,Primates,brain volume
deSousa_etal_2010,deSousa_etal_2010,brain_volume_cm3,WholeBrain,WholeBrain,cell_counts,Volume.cm3,volume,NA,primary,NA,whole brain volume (Cavalieri)
Barger_etal_2012,Barger_etal_2012_Table3,AccessoryBasal_neurons,amygdala accessory basal nucleus,amygdala accessory basal nucleus,NA,Count.N,count (number),mean,primary,Hominidae + Hylobatidae + Cercopithecidae,accessory basal nucleus neuron number (mean)
